ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-0784,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,15,project-rule,Not explicit,**Goal / Initiative → Epic → User Story → Task / Subtask**
SRC-0785,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,17,project-rule,Not explicit,| Ebene | Zweck | Mindestinhalt |
SRC-0786,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,19,project-rule,Not explicit,"| Goal / Initiative | Beschreibt ein überprüfbares Nutzer- oder Geschäftsziel. | Zielgruppe, angestrebter Nutzen, Erfolgsmaß und Bezug zur maßgeblichen Anforderung. |"
SRC-0787,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,20,project-rule,Not explicit,"| Epic | Bündelt mehrere lieferbare Stories für ein zusammenhängendes Ergebnis. | Zielbeitrag, Grenzen, priorisierte Stories und Abschlussbedingung. |"
SRC-0788,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,21,project-rule,Not explicit,"| User Story | Beschreibt ein kleines, eigenständig abnehmbares Ergebnis aus Nutzersicht. | „Als … möchte ich …, damit …“, User Value oder Business Value, Acceptance Criteria, Priorität und Verweise auf Anforderungen. |"
SRC-0789,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,22,project-rule,Not explicit,"| Task / Subtask | Beschreibt die konkrete Arbeit zur Umsetzung und Prüfung einer Story. | Ergebnis, zuständige Story, nötige Abhängigkeiten und Prüfschritt. |"
SRC-0790,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,24,project-rule,Done/Existing (source wording; verify),"Tasks und Subtasks sind keine Ersatz-Stories. **Ein Task gehört immer zu einer User Story; ein Subtask gehört zu einem Task derselben Story. Tasks oder Subtasks direkt unter einem Epic sind nicht erlaubt.** Technische Arbeiten werden einer Story zugeordnet und erben deren Nutzenbezug. Bestehende Kennungen und Quellverweise bleiben bei einer späteren Umstrukturierung erhalten oder werden eindeutig auf neue Kennungen abgebildet. Ein Epic ist erst abgeschlossen, wenn seine Stories einschließlich der nötigen Abnahme abgeschlossen sind."
SRC-0791,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 2. Vertical Slices und kleine Inkremente,34,project-rule,Not explicit,"Stories werden als **Vertical Slices** geschnitten: Ein Inkrement reicht durch die jeweils nötigen Schichten von Daten und Logik bis zur nutzbaren Oberfläche, Veröffentlichung oder beobachtbaren Wirkung. Es liefert einen konkreten Teilnutzen und kann unabhängig geprüft werden. Reine Schichten wie „Datenbank fertig“ oder „UI fertig“ sind im Regelfall Tasks innerhalb einer solchen Story."
SRC-0792,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 2. Vertical Slices und kleine Inkremente,40,project-rule,Partially Done (source wording),"Ein Epic wird in kleine, funktionierende Inkremente zerlegt. Das erste Inkrement kann ein **Walking Skeleton** sein: ein schmaler, durchgängiger End-to-End-Ablauf mit echter Eingabe, Verarbeitung, Ausgabe und den notwendigen Schutz- und Prüfschritten. Es muss als eigener Teilstand demonstrierbar sein; Platzhalter allein gelten nicht als fertig. Weitere Stories erweitern den Nutzen schrittweise, ohne einen großen Abschlussblock vorauszusetzen."
SRC-0793,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 2. Vertical Slices und kleine Inkremente,47,project-rule,Done/Existing (source wording; verify),"**Enabler Stories** sind nur zulässig, wenn eine technische, rechtliche oder betriebliche Voraussetzung nicht sinnvoll innerhalb einer Value Story erledigt werden kann. Sie benennen die konkret freigeschalteten Folgestories, den notwendigen Umfang und ein überprüfbares Ergebnis. Reine Vorarbeit ohne begründete Abhängigkeit wird nicht als eigenständige Story geplant."
SRC-0794,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,55,project-rule,Not explicit,Vor der Einplanung wird jede Story an **INVEST** geprüft:
SRC-0795,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,57,project-rule,Not explicit,- **Independent:** möglichst unabhängig lieferbar; unvermeidbare Abhängigkeiten sind sichtbar.
SRC-0796,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,59,project-rule,Not explicit,"- **Negotiable:** beschreibt das gewünschte Ergebnis, ohne die Umsetzung unnötig festzuschreiben; bindende Fach- und Designregeln bleiben verbindlich."
SRC-0797,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,61,project-rule,Not explicit,- **Valuable:** nennt den konkreten User Value oder Business Value und die betroffenen Personen beziehungsweise den betrieblichen Nutzen.
SRC-0798,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,63,project-rule,Not explicit,"- **Estimable:** Umfang und Unsicherheiten sind so klar, dass Aufwand und Reihenfolge sinnvoll eingeschätzt werden können."
SRC-0799,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,65,project-rule,Not explicit,"- **Small:** passt in ein kurzes, prüfbares Arbeitsinkrement; zu große Stories werden entlang des Nutzens geteilt."
SRC-0800,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,67,project-rule,Not explicit,"- **Testable:** besitzt beobachtbare, eindeutige Acceptance Criteria."
SRC-0801,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 3. Qualität einer User Story: INVEST,69,project-rule,Not explicit,"Bei einem fehlenden Merkmal wird die Story geschärft, geteilt oder mit einer begründeten Abhängigkeit versehen, bevor sie als umsetzungsbereit gilt."
SRC-0802,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,74,project-rule,Not explicit,"**Acceptance Criteria** beschreiben pro Story konkrete, von außen prüfbare Ergebnisse und relevante Grenzfälle. Sie nennen bei Bedarf Rollen, Geräte, Sprachen, Datenschutz, Barrierefreiheit, Fehlerverhalten und Datenzustände. Sie dürfen bindende Spezifikationen nicht stillschweigend abschwächen."
SRC-0803,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,79,project-rule,Done/Existing (source wording; verify),Die **Definition of Done** gilt für jedes als abgeschlossen gemeldete Inkrement. Erforderlich sind:
SRC-0804,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,82,project-rule,Open/Blocked (source wording),"1. Alle Acceptance Criteria sind mit geeigneten, reproduzierbaren Prüfungen erfüllt; bekannte Grenzen und nicht geprüfte Fälle sind benannt."
SRC-0805,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,84,project-rule,Not explicit,"2. Die betroffenen fachlichen Anforderungen, Architektur- und Designregeln sowie notwendige Freigaben sind eingehalten und rückverfolgbar."
SRC-0806,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,86,project-rule,Not explicit,"3. Änderungen an Code, Inhalt, Tests und betroffener Dokumentation sind konsistent; Status und Nachweise widersprechen einander nicht."
SRC-0807,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,88,project-rule,Done/Existing (source wording; verify),"4. Der tatsächliche Zustand ist korrekt ausgewiesen: geplant, lokal vorbereitet, geprüft, freigegeben, gepusht und live verifiziert sind unterschiedliche Zustände. Für produktive Änderungen gelten zusätzlich der bestehende Release-Prozess und die Live-Prüfung."
SRC-0808,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,92,project-rule,Partially Done (source wording),5. Offene Folgearbeit ist als eigene Story oder Task mit Bezug und Priorität erfasst. Ein Teilstand wird nicht als vollständiges Epic ausgegeben.
SRC-0809,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 4. Acceptance Criteria und Definition of Done,95,project-rule,Not explicit,"Projektspezifische Schutz-, Bild-, Sicherheits- und Abnahmevorgaben gelten zusätzlich; diese Regel ersetzt sie nicht."
SRC-0810,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 5. Priorisierung und Planpflege,100,project-rule,Not explicit,"Die Reihenfolge richtet sich zuerst nach **User Value / Business Value**, anschließend nach Dringlichkeit, Risiken, Abhängigkeiten und Aufwand. Die Begründung ist am geplanten Ergebnis erkennbar. Sicherheit, gesetzliche Pflichten, konkrete Störungen und ausdrücklich freigegebene Fast-Track-Fälle können Vorrang erhalten; die Entscheidung und ihr Grund werden festgehalten. Eine technische Komponente wird nicht allein deshalb vorgezogen, weil sie leicht isoliert zu bauen ist. Automatische Priorisierung im privaten Board bleibt an dessen gesonderte Regeln und Freigaben gebunden."
SRC-0811,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 5. Priorisierung und Planpflege,109,project-rule,Done/Existing (source wording; verify),"Neue Anforderungen werden in der zuständigen fachlichen Quelle dokumentiert und im maßgeblichen aktiven Plan mit ihrem Ziel, Nutzen, Slice, Kriterien und Quellverweis verbunden. Referenz- und Statusdokumente werden nicht zu konkurrierenden Backlogs. Ein Planwechsel darf keine offenen oder erledigten Anforderungen unsichtbar machen."
SRC-0812,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 6. Coverage- und Traceability-Check vor Planmigration,117,project-rule,Done/Existing (source wording; verify),"Vor dem Ersetzen, Archivieren oder Löschen eines bestehenden Plans wird ein nachprüfbarer Abgleich erstellt. Er umfasst **alle** bisherigen Ziele, Anforderungen, offenen und erledigten Einträge, Entscheidungen, Abhängigkeiten, Prioritäten, Ausnahmen und Statusnachweise. Für jeden Eintrag wird festgehalten:"
SRC-0813,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 6. Coverage- und Traceability-Check vor Planmigration,122,project-rule,Not explicit,| Alter Eintrag | Maßgebliche Quelle | Neue Goal-/Epic-/Story-/Task-Kennung | Übernommener Inhalt und Status | Nachweis oder bewusst begründete Entscheidung |
SRC-0814,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 6. Coverage- und Traceability-Check vor Planmigration,124,project-rule,Not explicit,"| Eindeutiger Pfad/Abschnitt/Kennung | Fachliche Referenz | Ziel im neuen Plan | Anforderungen, Kriterien, offene Arbeit und historischer Stand | Prüfung auf Vollständigkeit und Widerspruchsfreiheit |"
SRC-0815,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 6. Coverage- und Traceability-Check vor Planmigration,126,project-rule,Not explicit,"Der Check ist bestanden, wenn jeder alte Eintrag genau zugeordnet oder mit begründeter Entscheidung ausdrücklich als nicht zu übernehmen markiert ist, alle fachlichen Anforderungen und offenen Arbeiten abgedeckt sind, der Status nicht fälschlich angehoben wird und keine widersprüchlichen aktiven Planstände verbleiben. Offene Lücken blockieren das Ersetzen oder Entfernen des alten Plans. Erst nach dokumentiertem Bestehen werden Verweise und Planregister angepasst; historische Nachweise bleiben auffindbar."
SRC-0816,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 6. Coverage- und Traceability-Check vor Planmigration,134,project-rule,Not explicit,"Die Einführung dieser Regel allein ist **keine** Migration und keine Abnahme bestehender Pläne. Deren Inhalte und Status bleiben bis zu einem gesonderten, vollständig geprüften Migrationsschritt unverändert."
SRC-0817,docs/responsive-templates.md,vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates,3,requirement-or-reference,Not explicit,Stand: 23. September 2026 Zielprojekt: `reflexible/vanventure` Maßgeblicher Ablageort im Repository: `docs/responsive-templates.md`
SRC-0818,docs/responsive-templates.md,vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates,7,requirement-or-reference,Not explicit,**Übergabestatus:** Diese Spezifikation führt die Anforderungen aus der Abstimmung zusammen. Ihre Übernahme in das Repository bedeutet noch keine technische Umsetzung und keine Veröffentlichung. Den tatsächlichen Umsetzungsstand führt der bestehende Ausbauplan.
SRC-0819,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / Geltung, Freigaben und Nachweise",11,requirement-or-reference,Not explicit,"Diese Datei ist die maßgebliche technische Spezifikation für zentrale Komponenten und Seitentemplates. Die übergreifenden Prüf-, technischen Originalschutz-, Bilddaten-, Freigabe- und Abnahmepflichten stehen verbindlich im [konsolidierten Gesamtauftrag](vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md). Freigegebene visuelle Regeln stehen ausschließlich im [Design Guide](design-guide.md). Der [Ausbauplan](ausbauplan.md) ist die einzige aktive Arbeitsliste."
SRC-0820,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / Geltung, Freigaben und Nachweise",18,requirement-or-reference,Not explicit,"Neue Designregeln, Varianten oder Ausnahmen werden vor ihrer verbindlichen oder Live-Wirkung ausdrücklich freigegeben. Bereits freigegebene Regeln werden ohne erneute Rückfrage umgesetzt. Nach einer Freigabe sind Guide, zentrale Implementierung, Tests und Statusnachweis im selben Änderungsvorgang konsistent zu aktualisieren. Die Startseite behält ihr eigenes Layout, ist aber nicht von Bildschutz, Originalschutz oder Prüfung ausgenommen."
SRC-0821,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / 1. Ziel: Einmal ändern, überall übernehmen",27,requirement-or-reference,Not explicit,"Überarbeite die technische Struktur der öffentlichen Website so, dass gemeinsame Elemente und Seitenlayouts zentral definiert und tatsächlich wiederverwendet werden. Es geht um einen strukturellen Umbau, nicht um ein Redesign."
SRC-0822,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / 1. Ziel: Einmal ändern, überall übernehmen",29,requirement-or-reference,Not explicit,"Navigation, Galerien, gemeinsame Gestaltung und wiederkehrende Funktionen sollen künftig an einer zentralen Stelle gepflegt werden. Änderungen müssen automatisch auf allen Seiten wirksam werden, die diese Komponenten beziehungsweise Templates verwenden – gegebenenfalls nach dem regulären Build und Deployment, aber ohne jede einzelne Seite manuell nachzuarbeiten."
SRC-0823,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / 1. Ziel: Einmal ändern, überall übernehmen",31,requirement-or-reference,Not explicit,Die Architektur besteht aus drei getrennten Ebenen:
SRC-0824,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / 1. Ziel: Einmal ändern, überall übernehmen",33,requirement-or-reference,Not explicit,1. Gemeinsame Gestaltung und wiederverwendbare Komponenten.
SRC-0825,docs/responsive-templates.md,"vanventure.at – Verbindlicher Auftrag für zentrale Komponenten und responsive Seitentemplates / 1. Ziel: Einmal ändern, überall übernehmen",34,requirement-or-reference,Not explicit,2. Wiederverwendbare responsive Seitentemplates für die jeweiligen Seitentypen.
