AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-1222.a,SRC-1222,docs/vanventure-cockpit-plan.md,440,"- Öffentliche Veröffentlichung von Analytics, automatische Video-Uploads, Änderungen an der GitHub-Pages-Seite oder Rückschreiben in YouTube.",traceability-matrix.csv#SRC-1222,"ST-INS-01,ST-INS-04,ST-INS-06,constraint-register.md#src-1222",Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1222.a,,"- Öffentliche Veröffentlichung von Analytics, automatische Video-Uploads, Änderungen an der GitHub-Pages-Seite oder Rückschreiben in YouTube.","ST-INS-01#Acceptance-Criteria,ST-INS-04#Acceptance-Criteria,ST-INS-06#Acceptance-Criteria,constraint-register.md#src-1222",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1223.a,SRC-1223,docs/vanventure-cockpit-plan.md,442,"- Neue externe Analyse-, Authentifizierungs-, Queue- oder Frontend-Plattformen.",traceability-matrix.csv#SRC-1223,"ST-INS-01,constraint-register.md#src-1223",Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1223.a,,"- Neue externe Analyse-, Authentifizierungs-, Queue- oder Frontend-Plattformen.","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1223",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1224.a,SRC-1224,docs/vanventure-cockpit-plan.md,443,- Automatische KI-Entscheidungen oder die Übermittlung des Master Context an Dritte ohne separate Produktentscheidung und Datenschutzevaluierung.,traceability-matrix.csv#SRC-1224,"ST-INS-06,constraint-register.md#src-1224",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,User decision recorded,SRC-1224.a,,- Automatische KI-Entscheidungen oder die Übermittlung des Master Context an Dritte ohne separate Produktentscheidung und Datenschutzevaluierung.,"ST-INS-06#Acceptance-Criteria,constraint-register.md#src-1224",UD-2026-09-26-09: no autonomous AI decisions until a separate product decision and privacy/security review; possible only after that gate.,UD-2026-09-26-09: no autonomous AI decisions until a separate product decision and privacy/security review; possible only after that gate. Planning decision recorded; implementation/live state unverified.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1377.a,SRC-1377,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,3,Stand der Zusammenführung: 23.,traceability-matrix.csv#SRC-1377,constraint-register.md#src-1377,Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,constraint-register.md#src-1377,Planning target checked; implementation and live state not verified,Datumsfragment bleibt Kontext; vollständiger Originalblock wurde gegen aktuelle Dokumentautorität geprüft.,,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1377.b,SRC-1377,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,3,September 2026 Zielprojekt: `reflexible/vanventure` / vanventure.at Geltungsbereich der Arbeitsregeln: ausschließlich das VanVenture-Projekt,traceability-matrix.csv#SRC-1377,constraint-register.md#src-1377,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1377.b,,September 2026 Zielprojekt: `reflexible/vanventure` / vanventure.at Geltungsbereich der Arbeitsregeln: ausschließlich das VanVenture-Projekt,constraint-register.md#src-1377,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.a,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,**Status der Übernahme:** Seit 23.,traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,Datumsfragment bleibt Kontext; vollständiger Originalblock wurde gegen aktuelle Dokumentautorität geprüft.,,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.b,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,"September 2026 ist diese Datei die maßgebliche, konsolidierte Prozess- und Nachweisspezifikation für VanVenture.",traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1378.b,,"September 2026 ist diese Datei die maßgebliche, konsolidierte Prozess- und Nachweisspezifikation für VanVenture.",constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.c,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,Sie ergänzt die technische [Template-Spezifikation](responsive-templates.md) und den freigegebenen [Design-Guide](design-guide.md);,traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1378.c,,Sie ergänzt die technische [Template-Spezifikation](responsive-templates.md) und den freigegebenen [Design-Guide](design-guide.md);,constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.d,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,diese drei Dokumente regeln jeweils ihren eigenen Bereich und dürfen keine abweichenden Parallelvorgaben enthalten.,traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1378.d,,diese drei Dokumente regeln jeweils ihren eigenen Bereich und dürfen keine abweichenden Parallelvorgaben enthalten.,constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.e,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,Der einzige aktive Aufgabenplan ist der [Ausbauplan](ausbauplan.md).,traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1378.e,,Der einzige aktive Aufgabenplan ist der [Ausbauplan](ausbauplan.md).,constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1378.f,SRC-1378,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,7,Der konkrete Übernahme- und Prüfstand steht im [Abnahmebericht](abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md).,traceability-matrix.csv#SRC-1378,constraint-register.md#src-1378,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1378.f,,Der konkrete Übernahme- und Prüfstand steht im [Abnahmebericht](abnahmeberichte/gesamtauftrag-uebernahme-2026-09-23.md).,constraint-register.md#src-1378,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1379.a,SRC-1379,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,16,"Diese Dokumentenübernahme ist keine technische Umsetzung des gesamten Website-Umbaus, keine vollständige Bildbestandsprüfung und keine Live-Freigabe.",traceability-matrix.csv#SRC-1379,"ST-WEB-03,ST-PHOTO-01,ST-OPS-01,constraint-register.md#src-1379",Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1379.a,,"Diese Dokumentenübernahme ist keine technische Umsetzung des gesamten Website-Umbaus, keine vollständige Bildbestandsprüfung und keine Live-Freigabe.","ST-WEB-03#Acceptance-Criteria,ST-PHOTO-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-1379",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1379.b,SRC-1379,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,16,Solche Ergebnisse benötigen jeweils die in diesem Auftrag verlangten Belege.,traceability-matrix.csv#SRC-1379,"ST-WEB-03,ST-PHOTO-01,ST-OPS-01,constraint-register.md#src-1379",Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1379.b,,Solche Ergebnisse benötigen jeweils die in diesem Auftrag verlangten Belege.,"ST-WEB-03#Acceptance-Criteria,ST-PHOTO-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-1379",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1380.a,SRC-1380,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,20,**Ablage:** Die Template-Spezifikation bleibt unter `docs/responsive-templates.md`;,traceability-matrix.csv#SRC-1380,constraint-register.md#src-1380,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1380.a,,**Ablage:** Die Template-Spezifikation bleibt unter `docs/responsive-templates.md`;,constraint-register.md#src-1380,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1380.b,SRC-1380,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,20,freigegebene Gestaltungsregeln bleiben unter `docs/design-guide.md`.,traceability-matrix.csv#SRC-1380,constraint-register.md#src-1380,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1380.b,,freigegebene Gestaltungsregeln bleiben unter `docs/design-guide.md`.,constraint-register.md#src-1380,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1380.c,SRC-1380,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,20,"Diese Datei bündelt ausschließlich die übergreifenden Prüf-, Originalschutz-, Freigabe- und Abnahmepflichten und wird aus der projektlokalen `AGENTS.md` referenziert.",traceability-matrix.csv#SRC-1380,constraint-register.md#src-1380,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1380.c,,"Diese Datei bündelt ausschließlich die übergreifenden Prüf-, Originalschutz-, Freigabe- und Abnahmepflichten und wird aus der projektlokalen `AGENTS.md` referenziert.",constraint-register.md#src-1380,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1380.d,SRC-1380,docs/vanventure-gesamtauftrag-mit-pruefung-und-freigaben.md,20,Keine widersprüchlichen Parallelfassungen erstellen und keine bestehenden Regeln ersetzen.,traceability-matrix.csv#SRC-1380,constraint-register.md#src-1380,Rule / Constraint,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1380.d,,Keine widersprüchlichen Parallelfassungen erstellen und keine bestehenden Regeln ersetzen.,constraint-register.md#src-1380,Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,b36a18cf24856e100e923176c4c1a54f2bc85f222b6fd6882dd658ea12805603,PKG-041,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
